City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,opuwo,-18.0607,13.84,25.91,25,96,3.17,NA,1675589815
286,gainesville,29.6516,-82.3248,12.75,85,100,2.06,US,1675589816
287,paka,4.6374,103.4368,26.96,83,40,2.57,MY,1675589716
288,lompoc,34.6391,-120.4579,14.18,88,100,7.6,US,1675589818
289,sangar,63.9242,127.4739,-36.05,99,98,1.81,RU,1675589819
290,pulandian,39.3953,121.9669,1.24,70,100,1.39,CN,1675589820
291,mount gambier,-37.8333,140.7667,13.26,83,53,1.28,AU,1675589641
292,boo,59.3333,18.2833,-1.24,63,100,5.14,SE,1675589821
293,terre-de-bas,15.8501,-61.6442,22.73,76,17,9.45,GP,1675589822
294,vila franca do campo,37.7167,-25.4333,14.23,80,32,3.01,PT,1675589822
295,giyani,-23.3025,30.7187,31.15,35,2,3.61,ZA,1675589824
296,petropavlovsk-kamchatskiy,53.0452,158.6483,-8.67,86,100,1.0,RU,1675589770
297,riyadh,24.6877,46.7219,24.08,26,0,1.5,SA,1675589825
298,camacupa,-12.0167,17.4833,16.46,95,100,2.27,AO,1675589826
299,diu,20.7141,70.9822,28.18,30,99,3.6,IN,1675589585
300,arona,28.0996,-16.681,13.4,52,40,5.66,ES,1675589828
301,yaguara,2.6636,-75.5175,20.38,69,66,1.38,CO,1675589829
302,denpasar,-8.65,115.2167,26.81,78,75,12.35,ID,1675589573
303,cayenne,4.9333,-52.3333,23.02,100,100,2.06,GF,1675589830
304,raahe,64.6833,24.4833,-5.95,84,100,7.42,FI,1675589831
305,santa maria,-29.6842,-53.8069,14.61,88,0,1.03,BR,1675589831
306,ilhabela,-23.7781,-45.3581,26.35,79,92,1.28,BR,1675589832
307,vardo,70.3705,31.1107,-5.01,93,75,5.66,NO,1675589833
308,cabo rojo,18.0866,-67.1457,24.56,72,2,3.42,PR,1675589834
309,muroto,33.2833,134.15,9.71,59,87,0.76,JP,1675589695
310,alofi,-19.0595,-169.9187,23.94,88,100,1.54,NU,1675589835
311,buin,-33.7333,-70.75,20.96,73,0,0.52,CL,1675589836
312,cidreira,-30.1811,-50.2056,19.16,83,2,5.58,BR,1675589837
313,daugai,54.3667,24.3333,-3.44,69,99,3.75,LT,1675589837
314,oranjemund,-28.55,16.4333,21.56,69,44,7.38,NA,1675589838
315,cravo norte,6.3017,-70.2041,23.81,68,25,2.44,CO,1675589839
316,uvat,59.1433,68.8953,-9.05,93,97,1.41,RU,1675589839
317,teya,60.3778,92.6267,-11.49,98,99,1.47,RU,1675589840
318,kahului,20.8947,-156.47,22.69,91,40,7.2,US,1675589841
319,la sarre,48.8002,-79.1996,-10.23,96,100,2.14,CA,1675589842
320,lang son,21.8333,106.7333,17.84,95,100,1.06,VN,1675589843
321,ribeira grande,38.5167,-28.7,16.54,88,75,5.81,PT,1675589844
322,dwarka,22.2394,68.9678,24.6,47,2,5.58,IN,1675589844
323,yarmouth,41.7057,-70.2286,2.08,76,100,2.06,US,1675589845
324,matay,28.419,30.7792,17.77,31,92,3.04,EG,1675589846
325,karratha,-20.7377,116.8463,33.21,46,43,6.52,AU,1675589847
326,san carlos de bariloche,-41.1456,-71.3082,13.86,44,0,2.06,AR,1675589847
327,idar-oberstein,49.7,7.3,5.6,88,100,1.34,DE,1675589848
328,mazatlan,23.2167,-106.4167,17.73,82,0,1.54,MX,1675589849
329,zion,42.4461,-87.8328,4.05,71,100,1.34,US,1675589850
330,ashland,40.8167,-82.2665,5.06,62,100,8.05,US,1675589850
331,kavieng,-2.5744,150.7967,28.03,72,67,1.62,PG,1675589851
332,kasempa,-13.4584,25.8338,22.32,79,74,2.78,ZM,1675589852
333,palana,59.1167,159.9667,-23.99,100,34,2.1,RU,1675589853
334,numata,36.6333,139.05,-0.35,78,19,2.07,JP,1675589678
335,ust-kut,56.7938,105.7672,-13.14,98,100,1.33,RU,1675589855
336,copiapo,-27.3667,-70.3333,16.83,83,95,0.94,CL,1675589856
337,deniliquin,-35.5333,144.9667,22.78,34,0,2.56,AU,1675589856
338,ahipara,-35.1667,173.1667,19.07,94,100,3.23,NZ,1675589857
339,ayan,56.45,138.1667,-19.25,84,100,2.62,RU,1675589857
340,staroderevyankovskaya,46.1276,38.9674,4.21,68,100,4.5,RU,1675589858
341,markova,48.6758,24.4138,-5.64,86,100,4.54,UA,1675589859
342,deputatskiy,69.3,139.9,-30.77,99,100,1.59,RU,1675589859
343,correntina,-13.3433,-44.6367,22.69,80,84,1.02,BR,1675589860
344,gazojak,41.1875,61.4036,8.78,48,70,3.15,TM,1675589861
345,goundam,16.4145,-3.6708,23.52,11,57,6.1,ML,1675589861
346,itarema,-2.9248,-39.9167,25.32,87,57,4.22,BR,1675589862
347,sinjai,-5.1241,120.253,26.93,84,100,1.84,ID,1675589862
348,antalaha,-14.9003,50.2788,27.46,78,100,5.15,MG,1675589863
349,aksu,41.1231,80.2644,1.98,57,99,0.79,CN,1675589864
350,kozulka,50.0351,23.797,-4.44,82,100,5.24,UA,1675589864
351,mende,44.6667,3.5,0.47,86,71,4.82,FR,1675589865
352,padang,-0.9492,100.3543,28.03,94,99,2.81,ID,1675589866
353,eureka,40.8021,-124.1637,10.34,92,100,1.79,US,1675589867
354,araouane,18.9048,-3.5265,18.85,24,17,6.15,ML,1675589867
355,halifax,44.6453,-63.5724,-11.97,78,46,4.63,CA,1675589868
356,port hedland,-20.3167,118.5667,35.03,36,6,5.66,AU,1675589869
357,sines,37.9562,-8.8698,11.27,59,7,3.16,PT,1675589870
358,alakurtti,66.9672,30.3491,-14.42,96,97,0.9,RU,1675589871
359,poum,-20.2333,164.0167,28.45,83,61,6.75,NC,1675589872
360,mont-dore,-22.2833,166.5833,26.99,89,98,4.17,NC,1675589873
361,murud,18.3258,72.965,28.96,43,3,4.48,IN,1675589873
362,elat,29.5581,34.9482,16.91,45,0,0.0,IL,1675589875
363,suluq,31.6682,20.2521,16.35,55,69,10.38,LY,1675589876
364,siocon,7.7061,122.1353,25.83,87,100,3.01,PH,1675589877
365,pingliang,35.5392,106.6861,6.94,45,32,2.12,CN,1675589878
366,escalerillas,22.1333,-101.0667,2.93,41,0,2.06,MX,1675589879
367,lavrentiya,65.5833,-171.0,-22.17,91,99,3.32,RU,1675589879
368,beloha,-25.1667,45.05,30.94,49,100,4.17,MG,1675589880
369,genhe,50.7833,121.5167,-24.96,100,50,1.4,CN,1675589881
370,mangaluru,12.8667,74.8833,33.48,43,0,4.12,IN,1675589665
371,ovsyanka,55.9575,92.5519,-12.46,98,93,0.6,RU,1675589882
372,luxor,25.6989,32.6421,19.61,27,51,1.68,EG,1675589883
373,luderitz,-26.6481,15.1594,23.92,56,33,10.26,NA,1675589884
374,coihaique,-45.5752,-72.0662,18.97,63,75,3.6,CL,1675589884
375,moose factory,51.2585,-80.6094,-25.01,77,0,3.6,CA,1675589886
376,jerome,42.7241,-114.5186,0.24,69,20,10.29,US,1675589887
377,kangaatsiaq,68.3065,-53.4641,-17.78,91,100,5.85,GL,1675589887
378,kapit,2.0167,112.9333,26.28,93,97,1.38,MY,1675589888
379,belgrade,44.804,20.4651,-0.32,65,0,8.75,RS,1675589863
380,muravlenko,63.7898,74.523,-14.24,96,100,3.29,RU,1675589889
381,ladario,-19.0047,-57.6017,22.27,91,99,0.52,BR,1675589890
382,along,28.1667,94.7667,25.58,29,0,1.22,IN,1675589890
383,altagracia de orituco,9.8601,-66.3814,20.23,93,47,1.96,VE,1675589891
384,las piedras,-34.7264,-56.22,21.23,71,100,2.31,UY,1675589891
385,wuning,29.2589,120.2311,9.75,87,100,0.79,CN,1675589892
386,bratskoye,43.6536,44.8889,2.94,68,100,2.78,RU,1675589893
387,waddan,29.1614,16.139,14.77,53,43,7.17,LY,1675589893
388,vao,-22.6667,167.4833,26.19,90,99,8.99,NC,1675589894
389,ankpa,7.3706,7.6253,33.84,35,98,1.0,NG,1675589895
390,fortuna,40.5982,-124.1573,10.19,95,75,0.45,US,1675589895
391,viareggio,43.8735,10.2558,11.8,56,7,2.95,IT,1675589896
392,sistranda,63.7256,8.834,2.98,58,85,11.09,NO,1675589897
393,la ronge,55.1001,-105.2842,-9.86,85,100,1.54,CA,1675589897
394,sambava,-14.2667,50.1667,28.99,67,99,5.84,MG,1675589898
395,hovd,48.0056,91.6419,-13.47,84,15,0.61,MN,1675589898
396,kulhudhuffushi,6.6221,73.07,27.17,75,59,1.43,MV,1675589899
397,kununurra,-15.7667,128.7333,32.99,40,40,3.09,AU,1675589900
398,nantucket,41.2835,-70.0995,2.3,70,100,7.72,US,1675589900
399,nosy varika,-20.5833,48.5333,25.51,85,98,3.58,MG,1675589901
400,kavaratti,10.5669,72.642,27.66,66,7,2.24,IN,1675589902
401,kamina,-8.7386,24.9906,23.43,74,71,2.19,CD,1675589903
402,boa esperanca,-21.09,-45.5658,20.77,91,99,0.39,BR,1675589903
403,puerto quijarro,-17.7833,-57.7667,22.15,96,100,0.68,BO,1675589904
404,bad wildungen,51.1196,9.1248,2.17,100,100,1.54,DE,1675589904
405,la palma,33.8464,-118.0467,14.97,84,75,2.06,US,1675589905
406,sao joao da barra,-21.6403,-41.0511,25.05,81,4,3.72,BR,1675589906
407,susurluk,39.9136,28.1578,4.91,97,100,6.5,TR,1675589906
408,almunecar,36.7339,-3.6907,19.02,51,0,0.95,ES,1675589907
409,bafata,12.1667,-14.75,28.05,11,49,3.99,GW,1675589907
410,skibbereen,51.55,-9.2667,6.17,76,80,5.01,IE,1675589908
411,tupik,54.4253,119.9327,-27.0,98,19,0.93,RU,1675589909
412,hirara,24.8,125.2833,21.15,78,75,3.6,JP,1675589910
413,sengiley,53.9622,48.7944,-10.96,92,100,1.33,RU,1675589910
414,ust-ilimsk,58.0006,102.6619,-11.84,98,99,1.11,RU,1675589911
415,nong ki,14.6868,102.538,31.12,38,45,2.97,TH,1675589911
416,umm lajj,25.0213,37.2685,21.56,41,22,3.93,SA,1675589912
417,terney,45.0503,136.6092,-6.7,77,73,2.36,RU,1675589913
418,fryanovo,56.1333,38.45,-2.6,92,96,2.7,RU,1675589913
419,linfen,36.0889,111.5189,8.32,35,99,0.35,CN,1675589914
420,kongolo,-5.3833,27.0,27.62,65,99,1.02,CD,1675589915
421,guaratinga,-16.5667,-39.5667,24.09,85,11,2.79,BR,1675589915
422,mogadishu,2.0371,45.3438,27.93,74,0,8.75,SO,1675589916
423,buraydah,26.326,43.975,18.25,20,4,2.02,SA,1675589917
424,salta,-24.7859,-65.4117,16.33,91,75,0.0,AR,1675589917
425,raudeberg,61.9875,5.1352,4.93,75,69,5.08,NO,1675589918
426,nemuro,43.3236,145.575,-3.9,69,81,5.04,JP,1675589726
427,touros,-5.1989,-35.4608,27.2,76,93,4.01,BR,1675589919
428,eirunepe,-6.6603,-69.8736,21.51,100,100,0.79,BR,1675589921
429,sept-iles,50.2001,-66.3821,-22.75,71,100,2.57,CA,1675589921
430,minggang,32.4586,114.0486,9.69,51,99,2.32,CN,1675589922
431,borzya,50.3833,116.5167,-24.65,100,17,0.07,RU,1675589923
432,sur,22.5667,59.5289,25.36,55,0,6.44,OM,1675589924
433,kalianget,-7.05,113.9333,27.08,82,97,2.95,ID,1675589925
434,nabire,-3.3667,135.4833,25.84,86,100,0.41,ID,1675589926
435,mackay,-21.15,149.2,29.27,87,18,4.05,AU,1675589644
436,sidrolandia,-20.9319,-54.9614,19.77,90,44,0.36,BR,1675589927
437,farmington,36.7281,-108.2187,0.08,74,0,4.12,US,1675589927
438,orzhytsya,49.7918,32.7012,-1.25,78,100,4.3,UA,1675589928
439,basoko,1.2391,23.616,33.11,35,37,0.28,CD,1675589929
440,acapulco,16.8634,-99.8901,22.9,88,0,2.06,MX,1675589929
441,lima,-12.0432,-77.0282,22.72,85,75,4.12,PE,1675589930
442,komsomolskiy,40.4272,71.7189,8.4,76,75,4.12,UZ,1675589930
443,faanui,-16.4833,-151.75,27.47,75,13,7.38,PF,1675589931
444,porbandar,21.6422,69.6093,26.82,39,2,4.98,IN,1675589933
445,nanortalik,60.1432,-45.2371,-5.53,65,100,5.49,GL,1675589933
446,batemans bay,-35.7167,150.1833,20.61,74,12,1.08,AU,1675589934
447,floro,61.5996,5.0328,5.54,81,76,4.63,NO,1675589935
448,bandarbeyla,9.4942,50.8122,26.0,58,89,6.81,SO,1675589936
449,sozimskiy,59.7418,52.2482,-8.13,93,99,1.41,RU,1675589936
450,nelson bay,-32.7167,152.15,23.89,76,0,6.71,AU,1675589937
451,avera,33.194,-82.5271,4.1,62,100,1.77,US,1675589937
452,nacala,-14.5428,40.6728,30.62,66,75,3.09,MZ,1675589938
453,henties bay,-22.116,14.2845,19.21,80,100,4.25,NA,1675589939
454,oksfjord,70.2396,22.3479,0.1,82,100,5.6,NO,1675589940
455,lishui,28.4604,119.9103,12.22,90,100,0.71,CN,1675589940
456,san jose,37.3394,-121.895,12.08,85,75,2.06,US,1675589927
457,thompson,55.7435,-97.8558,-28.91,76,75,0.0,CA,1675589942
458,kenai,60.5544,-151.2583,-5.48,94,100,4.63,US,1675589942
459,yangjiang,21.85,111.9667,19.92,83,100,3.74,CN,1675589943
460,evensk,61.95,159.2333,-25.01,78,64,3.99,RU,1675589944
461,vilhena,-12.7406,-60.1458,19.32,97,100,0.57,BR,1675589945
462,tucupita,9.0622,-62.051,20.8,99,98,1.07,VE,1675589947
463,cootehill,54.0725,-7.0819,2.63,83,87,3.86,IE,1675589947
464,nurota,40.5614,65.6886,8.25,32,95,3.55,UZ,1675589948
465,lekoni,-1.5843,14.2591,29.95,51,55,3.23,GA,1675589949
466,saquarema,-22.92,-42.5103,25.08,83,24,1.7,BR,1675589951
467,ushtobe,45.2514,77.9838,1.05,100,100,3.28,KZ,1675589952
468,crixas,-14.5489,-49.9692,22.31,91,99,0.83,BR,1675589953
469,vredendal,-31.6683,18.5012,26.68,51,80,5.53,ZA,1675589954
470,srednekolymsk,67.45,153.6833,-35.71,99,100,3.2,RU,1675589954
471,talnakh,69.4865,88.3972,-11.55,96,100,2.6,RU,1675589955
472,sibu,2.3,111.8167,32.17,58,40,1.54,MY,1675589956
473,mulege,26.8833,-111.9833,15.44,40,0,0.91,MX,1675589956
474,santa rosa,14.3122,121.1114,29.99,75,23,5.77,PH,1675589683
475,rundu,-17.9333,19.7667,27.76,61,82,0.6,NA,1675589958
476,ranghulu,46.65,124.8667,-17.93,95,9,1.8,CN,1675589958
477,buala,-8.145,159.5921,25.26,93,100,4.65,SB,1675589959
478,marzuq,14.4,46.4667,27.92,23,97,4.24,YE,1675589960
479,kendari,-3.945,122.4989,26.28,83,100,2.11,ID,1675589960
480,san juan,-31.5375,-68.5364,23.11,36,0,0.14,AR,1675589668
481,vetluzhskiy,58.3902,45.4654,-5.51,93,100,1.07,RU,1675589961
482,rawson,-43.3002,-65.1023,25.75,26,32,7.77,AR,1675589962
483,novikovo,51.1537,37.8879,-3.02,86,99,4.15,RU,1675589963
484,necochea,-38.5473,-58.7368,14.42,75,0,4.14,AR,1675589964
485,aketi,2.7388,23.7833,37.83,14,16,0.93,CD,1675589965
486,beringovskiy,63.05,179.3167,-29.15,93,95,5.28,RU,1675589965
487,cordoba,-31.4135,-64.1811,20.42,72,0,4.12,AR,1675589966
488,hofn,64.2539,-15.2082,5.95,92,100,19.45,IS,1675589966
489,wewak,-3.5534,143.6268,27.08,82,100,4.0,PG,1675589967
490,dawson creek,55.7666,-120.2362,2.8,70,0,3.6,CA,1675589968
491,mahenge,-8.6833,36.7167,25.18,67,100,0.95,TZ,1675589969
492,oistins,13.0667,-59.5333,26.05,73,75,9.77,BB,1675589969
493,half moon bay,37.4636,-122.4286,12.1,89,100,4.63,US,1675589970
494,nouadhibou,20.931,-17.0347,15.99,39,99,7.2,MR,1675589971
495,los llanos de aridane,28.6585,-17.9182,14.86,73,75,4.12,ES,1675589972
496,rocha,-34.4833,-54.3333,19.13,89,82,2.5,UY,1675589973
497,leiyang,26.4024,112.8591,8.09,93,100,1.54,CN,1675589973
498,bushehr,28.9684,50.8385,18.05,59,0,3.09,IR,1675589975
499,labuan,5.2767,115.2417,29.2,79,20,4.63,MY,1675589717
500,dassel,51.8032,9.6884,3.01,84,100,1.79,DE,1675589976
501,palmas,-10.2128,-48.3603,23.93,94,75,2.06,BR,1675589977
502,kayes,14.0,-11.0,25.93,10,9,4.33,ML,1675589978
503,mecca,21.4267,39.8261,26.62,41,36,3.72,SA,1675589712
504,eha amufu,6.6592,7.7596,30.23,44,96,1.27,NG,1675589979
505,milas,37.3164,27.7839,7.64,71,75,3.09,TR,1675589980
506,diego de almagro,-26.3667,-70.05,16.76,74,69,0.94,CL,1675589981
507,great yarmouth,52.6083,1.7305,7.45,79,79,7.97,GB,1675589982
508,namibe,-15.1961,12.1522,24.32,66,94,4.61,AO,1675589982
509,khammam,17.25,80.15,33.53,17,3,2.1,IN,1675589983
510,dharchula,29.85,80.5333,20.94,20,0,2.98,IN,1675589984
511,barranca,-10.75,-77.7667,21.3,84,99,2.17,PE,1675589984
512,bonfim,3.0833,-59.95,23.92,79,100,3.34,BR,1675589985
513,yushu,44.8,126.5333,-15.71,96,17,1.88,CN,1675589986
514,usakos,-22.0,15.6,27.36,49,99,1.06,NA,1675589986
515,flin flon,54.7682,-101.865,-25.84,100,77,1.03,CA,1675589987
516,tuxtla gutierrez,16.75,-93.1167,16.19,92,47,1.68,MX,1675589961
517,orlik,52.5178,99.825,-15.85,98,97,0.37,RU,1675589988
518,sinnamary,5.3833,-52.95,24.7,88,100,6.65,GF,1675589989
519,plettenberg bay,-34.0527,23.3716,25.89,68,14,5.82,ZA,1675589990
520,nayoro,44.3506,142.4578,-5.11,95,100,2.44,JP,1675589766
521,porto belo,-27.1578,-48.5531,22.31,88,28,2.14,BR,1675589991
522,charlestown,-32.95,151.6667,23.74,75,0,1.79,AU,1675589718
523,wagar,16.1525,36.2032,30.31,26,73,4.83,SD,1675589993
524,iracoubo,5.4802,-53.2011,24.54,89,100,6.55,GF,1675589994
525,lugovoy,42.9472,72.7644,2.3,98,100,2.69,KZ,1675589995
526,nalut,30.3333,10.85,12.29,54,0,5.56,LY,1675589995
527,weligama,5.9667,80.4167,26.53,84,92,1.64,LK,1675589996
528,augusto correa,-1.0217,-46.635,24.25,95,95,1.57,BR,1675589997
529,santa isabel,-23.3156,-46.2214,22.61,93,97,1.74,BR,1675589998
530,jardim,-21.4803,-56.1381,20.7,91,95,0.42,BR,1675589999
531,sao jose da coroa grande,-8.8978,-35.1478,26.33,81,71,3.0,BR,1675590000
532,saint-augustin,51.226,-58.6502,-21.02,78,100,6.2,CA,1675590001
533,kieta,-6.2167,155.6333,25.35,91,100,1.66,PG,1675590002
534,schwerin,53.6294,11.4132,-0.21,83,100,3.58,DE,1675590003
535,aripuana,-9.1667,-60.6333,21.67,99,99,0.73,BR,1675590003
536,fort nelson,58.8053,-122.7002,-15.03,90,100,2.06,CA,1675590004
537,madimba,-10.4,40.3333,27.62,83,75,5.14,TZ,1675590005
538,khairpur,27.5295,68.7617,27.0,16,0,4.86,PK,1675590006
539,verkhoyansk,67.5447,133.385,-34.3,98,100,0.73,RU,1675590007
540,biltine,14.5333,20.9167,32.11,7,59,1.54,TD,1675590007
541,amapa,1.0,-52.0,20.99,100,99,0.81,BR,1675590008
542,portales,34.1862,-103.3344,4.74,38,3,4.34,US,1675590009
543,ostrovnoy,68.0531,39.5131,-15.2,97,78,4.06,RU,1675590009
544,nishihara,26.1842,127.7558,19.6,77,75,5.66,JP,1675590010
545,la macarena,2.1837,-73.7849,22.28,61,89,0.58,CO,1675590011
546,coquimbo,-29.9533,-71.3436,17.85,77,0,3.09,CL,1675590011
547,bulolo,-7.2,146.65,22.51,98,100,0.87,PG,1675590013
548,batticaloa,7.7102,81.6924,26.61,74,85,5.43,LK,1675590014
549,vanderhoof,54.0166,-124.0198,0.38,95,100,2.59,CA,1675590015
550,agustin codazzi,10.0341,-73.2361,23.24,55,53,1.69,CO,1675590015
551,mareeba,-17.0,145.4333,25.24,95,98,1.34,AU,1675590016
552,florence,43.7667,11.25,9.52,60,0,1.03,IT,1675589868
553,silver city,32.7701,-108.2803,6.28,37,0,5.14,US,1675590017
554,zhenjiang,32.2092,119.4342,8.78,75,100,0.89,CN,1675590018
555,skjervoy,70.0311,20.9714,-4.0,73,100,7.44,NO,1675590018
556,carroll,39.5501,-77.0164,-0.25,53,0,2.24,US,1675590019
557,kefamenanu,-9.4467,124.4781,23.22,89,100,1.27,ID,1675590020
558,talcher,20.95,85.2167,32.94,7,9,2.22,IN,1675590021
559,baykit,61.67,96.37,-11.98,98,99,0.68,RU,1675590022
560,dina,52.9335,-110.0849,-5.77,90,48,3.04,CA,1675590023
561,morondava,-20.2833,44.2833,28.77,66,12,3.16,MG,1675590025
562,cairns,-16.9167,145.7667,28.37,97,40,2.57,AU,1675589337
563,kjopsvik,68.097,16.3742,2.93,96,100,3.41,NO,1675590027
564,mbandaka,0.0487,18.2603,32.64,43,96,1.27,CD,1675590027
565,lere,10.387,8.5726,31.8,11,78,4.25,NG,1675590028
566,igrim,63.1906,64.4162,-13.03,97,91,0.46,RU,1675590030
567,de-kastri,51.4667,140.7833,-17.87,90,100,1.37,RU,1675590031
568,shieli,44.1667,66.75,6.84,56,45,7.82,KZ,1675590032
569,high level,58.5169,-117.136,-13.94,92,75,2.57,CA,1675590032
570,kungurtug,50.5994,97.5228,-10.96,97,100,0.04,RU,1675590033
